							
"Inst
 Code"	Institute Name	Place	"Dist 
Code"	College Type	Year of Estab	Branch Name	"BC_D 
GIRLS"
INDU	SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	92332
INDU	SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	CIVIL ENGINEERING	154538
INDU	SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	81142
INDU	SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	68166
INDU	SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	51683
INDU	SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND INFORMATION TECHNOLOGY 	80026
INDU	SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	73647
INDU	SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (IOT)	102032
INDU	SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	94031
INDU	SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	122798
INDU	SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	INFORMATION TECHNOLOGY	77761
JAYA	JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)	NARSAMPET	WGL	PVT	2001	CIVIL ENGINEERING	156852
JAYA	JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)	NARSAMPET	WGL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	156852
JAYA	JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)	NARSAMPET	WGL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	139095
JAYA	JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)	NARSAMPET	WGL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
JAYA	JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)	NARSAMPET	WGL	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	146485
JBIT	J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	YENKAPALLY	RR	PVT	1998	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	61559
JBIT	J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	YENKAPALLY	RR	PVT	1998	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	78076
JBIT	J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	YENKAPALLY	RR	PVT	1998	CIVIL ENGINEERING	156852
JBIT	J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	YENKAPALLY	RR	PVT	1998	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	59584
JBIT	J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	YENKAPALLY	RR	PVT	1998	COMPUTER SCIENCE AND ENGINEERING	55570
JBIT	J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	YENKAPALLY	RR	PVT	1998	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	77044
JBIT	J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	YENKAPALLY	RR	PVT	1998	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
JBIT	J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	YENKAPALLY	RR	PVT	1998	ELECTRONICS AND COMPUTER ENGINEERING	129164
JBIT	J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	YENKAPALLY	RR	PVT	1998	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
JBIT	J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	YENKAPALLY	RR	PVT	1998	INFORMATION TECHNOLOGY	90951
JMTS	JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)	KARIMNAGAR	KRM	PVT	1997	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	156852
JMTS	JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)	KARIMNAGAR	KRM	PVT	1997	CIVIL ENGINEERING	156852
JMTS	JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)	KARIMNAGAR	KRM	PVT	1997	COMPUTER SCIENCE AND ENGINEERING	94531
JMTS	JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)	KARIMNAGAR	KRM	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
JMTS	JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)	KARIMNAGAR	KRM	PVT	1997	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
JMTS	JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)	KARIMNAGAR	KRM	PVT	1997	ELECTRICAL AND ELECTRONICS ENGINEERING	75405
JNKR	JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS)	JAGITIAL	JTL	UNIV	2007	COMPUTER SCIENCE AND ENGINEERING	18821
JNKR	JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS)	JAGITIAL	JTL	UNIV	2007	ELECTRONICS AND COMMUNICATION ENGINEERING	36866
JNKR	JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS)	JAGITIAL	JTL	UNIV	2007	ELECTRICAL AND ELECTRONICS ENGINEERING	52135
JNKR	JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS)	JAGITIAL	JTL	UNIV	2007	INFORMATION TECHNOLOGY	32603
JNKR	JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS)	JAGITIAL	JTL	UNIV	2007	MECHANICAL ENGINEERING	125961
JNPASF	JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE	MASABTANK	HYD	SF	2008	DIGITAL TECHNIQUES FOR DESIGN AND PLANNING	98083
JNTH	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD	HYDERABAD	MDL	UNIV	1965	BIO-TECHNOLOGY	68311
JNTH	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD	HYDERABAD	MDL	UNIV	1965	CHEMICAL ENGINEERING	54341
JNTH	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD	HYDERABAD	MDL	UNIV	1965	CIVIL ENGINEERING	32304
JNTH	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD	HYDERABAD	MDL	UNIV	1965	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	10107
JNTH	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD	HYDERABAD	MDL	UNIV	1965	COMPUTER SCIENCE AND ENGINEERING	2885
JNTH	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD	HYDERABAD	MDL	UNIV	1965	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	4556
JNTH	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD	HYDERABAD	MDL	UNIV	1965	ELECTRONICS AND COMMUNICATION ENGINEERING	6307
JNTH	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD	HYDERABAD	MDL	UNIV	1965	ELECTRICAL AND ELECTRONICS ENGINEERING	30766
JNTH	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD	HYDERABAD	MDL	UNIV	1965	GEO INFORMATICS	142317
JNTH	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD	HYDERABAD	MDL	UNIV	1965	MECHANICAL ENGINEERING	29927
JNTH	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD	HYDERABAD	MDL	UNIV	1965	METALLURGICAL ENGINEERING	156852
JNTHMT	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE	KUKATPALLY	MDL	SF	1965	CIVIL ENGINEERING	93711
JNTHMT	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE	KUKATPALLY	MDL	SF	1965	COMPUTER SCIENCE AND ENGINEERING	10385
JNTHMT	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE	KUKATPALLY	MDL	SF	1965	ELECTRONICS AND COMMUNICATION ENGINEERING	15654
JNTHMT	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE	KUKATPALLY	MDL	SF	1965	ELECTRICAL AND ELECTRONICS ENGINEERING	39242
JNTHMT	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE	KUKATPALLY	MDL	SF	1965	BTECH MECHANICAL WITH MTECH MANUFACTURING  SYSTEMS	111692
JNTHMT	JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE	KUKATPALLY	MDL	SF	1965	BTECH MECHANICAL WITH MTECH THERMAL ENGG	139192
JNTM	JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI	MANTHANI	PDL	UNIV	2010	CIVIL ENGINEERING	156852
JNTM	JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI	MANTHANI	PDL	UNIV	2010	COMPUTER SCIENCE AND ENGINEERING	34604
JNTM	JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI	MANTHANI	PDL	UNIV	2010	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
JNTM	JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI	MANTHANI	PDL	UNIV	2010	ELECTRICAL AND ELECTRONICS ENGINEERING	86796
JNTM	JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI	MANTHANI	PDL	UNIV	2010	MECHANICAL ENGINEERING	156852
JNTM	JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI	MANTHANI	PDL	UNIV	2010	MINING ENGINEERING	147244
JNTR	JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA	AGRAHARAM RAJANNA SIRCILLA	SRC	UNIV	2021	CIVIL ENGINEERING	156852
JNTR	JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA	AGRAHARAM RAJANNA SIRCILLA	SRC	UNIV	2021	COMPUTER SCIENCE AND ENGINEERING	55510
JNTR	JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA	AGRAHARAM RAJANNA SIRCILLA	SRC	UNIV	2021	ELECTRONICS AND COMMUNICATION ENGINEERING	77237
JNTR	JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA	AGRAHARAM RAJANNA SIRCILLA	SRC	UNIV	2021	ELECTRICAL AND ELECTRONICS ENGINEERING	121973
JNTR	JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA	AGRAHARAM RAJANNA SIRCILLA	SRC	UNIV	2021	MECHANICAL ENGINEERING	50432
JNTR	JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA	AGRAHARAM RAJANNA SIRCILLA	SRC	UNIV	2021	TEXTILE ENGINEERING	156852
JNTS	JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR	SULTANPUR	SRD	UNIV	2012	CIVIL ENGINEERING	97055
JNTS	JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR	SULTANPUR	SRD	UNIV	2012	COMPUTER SCIENCE AND ENGINEERING	23403
JNTS	JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR	SULTANPUR	SRD	UNIV	2012	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	37768
JNTS	JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR	SULTANPUR	SRD	UNIV	2012	ELECTRONICS AND COMMUNICATION ENGINEERING	40093
JNTS	JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR	SULTANPUR	SRD	UNIV	2012	MECHANICAL ENGINEERING	125737
JNWN	JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY	NARSINGAYAPALLY VILLAGE	WNP	UNIV	2022	CIVIL ENGINEERING	156852
JNWN	JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY	NARSINGAYAPALLY VILLAGE	WNP	UNIV	2022	COMPUTER SCIENCE AND ENGINEERING	75711
JNWN	JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY	NARSINGAYAPALLY VILLAGE	WNP	UNIV	2022	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	122249
JNWN	JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY	NARSINGAYAPALLY VILLAGE	WNP	UNIV	2022	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
JNWN	JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY	NARSINGAYAPALLY VILLAGE	WNP	UNIV	2022	MECHANICAL ENGINEERING	107409
JOGI	JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS)	YENKAPALLY	RR	PVT	2002	COMPUTER SCIENCE AND ENGINEERING	112101
JOGI	JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS)	YENKAPALLY	RR	PVT	2002	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	112336
JOGI	JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS)	YENKAPALLY	RR	PVT	2002	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
JOGI	JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS)	YENKAPALLY	RR	PVT	2002	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
JOGI	JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS)	YENKAPALLY	RR	PVT	2002	INFORMATION TECHNOLOGY	134370
JPNE	JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING	MAHABUBNAGAR	MBN	PVT	1997	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	139040
JPNE	JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING	MAHABUBNAGAR	MBN	PVT	1997	CIVIL ENGINEERING	156852
JPNE	JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING	MAHABUBNAGAR	MBN	PVT	1997	COMPUTER SCIENCE AND ENGINEERING	123022
JPNE	JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING	MAHABUBNAGAR	MBN	PVT	1997	ELECTRONICS AND COMMUNICATION ENGINEERING	146374
JPNE	JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING	MAHABUBNAGAR	MBN	PVT	1997	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
JPNE	JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING	MAHABUBNAGAR	MBN	PVT	1997	MECHANICAL ENGINEERING	116276
KCEA	KSHATRIYA COLLEGE OF ENGINEERING	ARMOOR	NZB	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	145771
KCEA	KSHATRIYA COLLEGE OF ENGINEERING	ARMOOR	NZB	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	56891
KCEA	KSHATRIYA COLLEGE OF ENGINEERING	ARMOOR	NZB	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
KCEA	KSHATRIYA COLLEGE OF ENGINEERING	ARMOOR	NZB	PVT	2001	MECHANICAL ENGINEERING	156852
KDDW	KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN	KODADA	SRP	PVT	2008	CIVIL ENGINEERING	156411
KDDW	KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN	KODADA	SRP	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	141782
KDDW	KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN	KODADA	SRP	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	141019
KDDW	KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN	KODADA	SRP	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	121750
KGRH	KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	MOINABAD	RR	PVT	2008	CIVIL ENGINEERING	155066
KGRH	KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	MOINABAD	RR	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	100440
KGRH	KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	MOINABAD	RR	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	78346
KGRH	KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	MOINABAD	RR	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	97481
KGRH	KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	MOINABAD	RR	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	108967
KGRH	KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	MOINABAD	RR	PVT	2008	MECHANICAL ENGINEERING	156852
KITS	KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI	WARANGAL	HNK	PVT	1980	CIVIL ENGINEERING	140620
KITS	KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI	WARANGAL	HNK	PVT	1980	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	26234
KITS	KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI	WARANGAL	HNK	PVT	1980	COMPUTER SCIENCE AND ENGINEERING	19984
KITS	KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI	WARANGAL	HNK	PVT	1980	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	22242
KITS	KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI	WARANGAL	HNK	PVT	1980	COMPUTER SCIENCE & ENGINEERING (NETWORKS)	48590
KITS	KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI	WARANGAL	HNK	PVT	1980	COMPUTER SCIENCE AND ENGINEERING (IOT)	49728
KITS	KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI	WARANGAL	HNK	PVT	1980	ELECTRONICS AND COMMUNICATION ENGINEERING	60398
KITS	KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI	WARANGAL	HNK	PVT	1980	ELECTRONICS COMMUNICATION AND INSTRUMENTATION ENGINEERING	102213
KITS	KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI	WARANGAL	HNK	PVT	1980	ELECTRICAL AND ELECTRONICS ENGINEERING	101619
KITS	KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI	WARANGAL	HNK	PVT	1980	INFORMATION TECHNOLOGY	40591
KITS	KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI	WARANGAL	HNK	PVT	1980	MECHANICAL ENGINEERING	156852
KITW	KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN	NIZAMABAD	NZB	PVT	2009	CIVIL ENGINEERING	84922
KITW	KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN	NIZAMABAD	NZB	PVT	2009	COMPUTER SCIENCE AND ENGINEERING	82243
KITW	KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN	NIZAMABAD	NZB	PVT	2009	ELECTRONICS AND COMMUNICATION ENGINEERING	143017
KITW	KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN	NIZAMABAD	NZB	PVT	2009	ELECTRICAL AND ELECTRONICS ENGINEERING	107262
KLRT	KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA	PALONCHA	KGM	PVT	2008	CIVIL ENGINEERING	156852
KLRT	KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA	PALONCHA	KGM	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	106465
KLRT	KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA	PALONCHA	KGM	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	155119
KLRT	KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA	PALONCHA	KGM	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	137402
KLRT	KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA	PALONCHA	KGM	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	97602
KLRT	KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA	PALONCHA	KGM	PVT	2008	MECHANICAL ENGINEERING	91529
KLRT	KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA	PALONCHA	KGM	PVT	2008	MINING ENGINEERING	156852
KMCE	KESHAV MEMORIAL COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2004	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	88813
KMCE	KESHAV MEMORIAL COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2004	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	59002
KMCE	KESHAV MEMORIAL COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2004	COMPUTER SCIENCE AND ENGINEERING	48893
KMCE	KESHAV MEMORIAL COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2004	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	75554
KMCE	KESHAV MEMORIAL COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2004	COMPUTER SCIENCE AND ENGINEERING (IOT)	89467
KMCE	KESHAV MEMORIAL COLLEGE OF ENGINEERING	IBRAHIMPATAN	RR	PVT	2004	ELECTRONICS AND COMMUNICATION ENGINEERING	112349
KMEC	KESHAV MEMORIAL ENGINEERING COLLEGE	KACHWANISINGARAM	MDL	PVT	2021	COMPUTER SCIENCE	39164
KMEC	KESHAV MEMORIAL ENGINEERING COLLEGE	KACHWANISINGARAM	MDL	PVT	2021	COMPUTER SCIENCE AND ENGINEERING	30135
KMEC	KESHAV MEMORIAL ENGINEERING COLLEGE	KACHWANISINGARAM	MDL	PVT	2021	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	34375
KMIT	KESHAV MEMORIAL INST OF TECHNOLOGY	NARAYANAGUDA	HYD	PVT	2007	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	11997
KMIT	KESHAV MEMORIAL INST OF TECHNOLOGY	NARAYANAGUDA	HYD	PVT	2007	COMPUTER SCIENCE AND ENGINEERING	10800
KMIT	KESHAV MEMORIAL INST OF TECHNOLOGY	NARAYANAGUDA	HYD	PVT	2007	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	10544
KMIT	KESHAV MEMORIAL INST OF TECHNOLOGY	NARAYANAGUDA	HYD	PVT	2007	INFORMATION TECHNOLOGY	13006
KMTS	KHAMMAM INST OF TECHNOLOGY AND SCIENCE	KHAMMAM	KHM	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	156852
KMTS	KHAMMAM INST OF TECHNOLOGY AND SCIENCE	KHAMMAM	KHM	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	144296
KMTS	KHAMMAM INST OF TECHNOLOGY AND SCIENCE	KHAMMAM	KHM	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	118514
KMTS	KHAMMAM INST OF TECHNOLOGY AND SCIENCE	KHAMMAM	KHM	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	142142
KMTS	KHAMMAM INST OF TECHNOLOGY AND SCIENCE	KHAMMAM	KHM	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
KMTS	KHAMMAM INST OF TECHNOLOGY AND SCIENCE	KHAMMAM	KHM	PVT	2008	MECHANICAL ENGINEERING	156852
KNRR	KASIREDDY NARAYANAREDDY COLL ENGG RES	HAYATHNAGAR	RR	PVT	2008	CIVIL ENGINEERING	66514
KNRR	KASIREDDY NARAYANAREDDY COLL ENGG RES	HAYATHNAGAR	RR	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	130247
KNRR	KASIREDDY NARAYANAREDDY COLL ENGG RES	HAYATHNAGAR	RR	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	156852
KNRR	KASIREDDY NARAYANAREDDY COLL ENGG RES	HAYATHNAGAR	RR	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	104766
KNRR	KASIREDDY NARAYANAREDDY COLL ENGG RES	HAYATHNAGAR	RR	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
KNRR	KASIREDDY NARAYANAREDDY COLL ENGG RES	HAYATHNAGAR	RR	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	122839
KNRR	KASIREDDY NARAYANAREDDY COLL ENGG RES	HAYATHNAGAR	RR	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
KNRR	KASIREDDY NARAYANAREDDY COLL ENGG RES	HAYATHNAGAR	RR	PVT	2008	MECHANICAL ENGINEERING	70654
KPRT	KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	CIVIL ENGINEERING	156852
